Company,NET Income,Operating Income,Total Assets,Number of Employees,Buyers
CWM,18100,25810,124166,114,[MZT;VIN;UOY;EXV]
LOR,50393,97174,418022,591,[EXV;YOG]
UGV,82685,200979,804563,1415,[YOG;IAD;DNT;DBD]
QQI,67959,149618,616794,996,[DBD;KIU]
AIN,10252,13367,66752,51,[KIU;SWX;VEI;QVX;WCM;FNG]
VTZ,85526,211664,843006,1504,[FNG;FSO;XPF;ABS;EPS]
FLE,27818,43874,202847,221,[EPS;QJF;EZU;FHT]
ODJ,60111,125001,524598,802,[FHT;IHW]
KNV,45385,83982,366378,494,[IHW;XMX;PCK;YJI;JAT;POD]
TFA,77677,182755,738545,1264,[POD;ORL;DMC]
CXF,19970,29058,138654,133,[DMC;KOS;LIG;EXW]
YIS,95244,250113,979931,1829,[EXW;DZD;MCW;IBR;OIA;HFN]
HAW,37536,64875,289922,359,[HFN;CLZ;ZVS;DGM;EET]
DKJ,22811,34200,161259,162,[EET;BVM]
NCO,55103,110294,468629,689,[BVM;NSF;CRQ;DJB]
WUT,87395,218831,868690,1564,[DJB;VNX]
SFF,72670,165314,674765,1122,[JFA;VNX;FTZ;MQK;ILW]
BXK,14962,20605,100553,87,[ILW;UKW;SCH;ZPJ]
KPP,47255,88816,385401,529,[ZPJ;PZY;LZX;NZK;FBD;EMX]
GZB,32529,53687,244009,284,[EMX;KEE;KKV;QWP;LRP]
PRG,64821,139545,579274,916,[LRP;PLK;HKW;VJQ;OYJ]
LCT,50095,96368,414888,585,[OYJ;ASP]
UUY,82388,199876,800585,1405,[ASP;HKN;TCD]
EMC,24680,37720,176523,183,[TCD;CTI;DII;DSP]
ZWP,99954,269805,1049316,1998,[DSP;OKT]
JOU,42247,76113,335154,438,[OKT;HST;DGP;CWX]
SGY,74539,171734,698313,1174,[CWX;SCE]
ORL,59814,124107,521216,795,[SCE;NAT;VTM;ULG;JJS;QPI]
XJQ,92106,237376,934800,1720,[QPI;OGE;RSI;REC;FRJ]
TTC,77380,181699,734699,1255,[FRJ;OVR;ZOF;SJF]
CLH,19673,28535,136332,130,[SJF;LEY]
MEM,51965,101477,434694,623,[LEY;PZH;KQX;IDE;TUA;WJJ]
HOZ,37239,64189,287137,355,[WJJ;ATX;EOT;KVF;WAE]
RGD,69532,154782,635930,1037,[WAE;SZB;EBF;YFI]
AYI,11824,15706,77814,62,[YFI;XDS]
WJV,87098,217685,864588,1554,[XDS;EIL;EJR;KCH;LCY;TGX]
FBA,29391,47073,216371,241,[ZZE;TGX]
BLM,14665,20128,98363,84,[MUE;TGX]
KDR,46957,88039,382350,524,[TGX;DZN;TGR]
UVW,79250,188395,759040,1310,[TGR;GFY;MZZ;ZWE]
PGI,64524,138607,575767,908,[ZWE;VPZ;CZW;CLZ;HZO;SZX]
ZYN,96816,256609,1002871,1884,[SZX;BYY;UUA;PES;KUR]
IQS,39109,68550,304805,385,[KUR;YFK]
EAE,24383,37153,174076,180,[YFK;QXK;DDA;IYY]
NSJ,56676,114829,485967,724,[IYY;FUQ]
JDW,41950,75384,332244,433,[FUQ;LZS;KEI;SBU;MLQ;GKJ]
SVB,74242,170706,694550,1166,[GKJ;APK]
BNF,16535,23176,112280,100,[APK;LDN;SER;TOX;CFP;ZKS]
XXS,91809,236186,930573,1710,[ZKS;PUC;PLK;XSE;YJC]
GPX,34101,57116,258185,307,[YJC;RYA;EYN;LGQ;HWZ]
QHC,66394,144555,597971,956,[HWZ;RZD]
MSO,51668,100658,431527,617,[RZD;WFV;GKX]
VKT,83960,205744,821728,1454,[GKX;BKI;DOQ;FHK]
RUG,69235,153800,632300,1029,[FHK;CCN]
AMK,11527,15258,75708,60,[CCN;YSQ;IWP;ELR]
JEP,43819,80017,350688,466,[ELR;XXC]
FPC,29094,46463,213800,238,[XXC;RHP;AJK;IEA;DCJ;QMX]
OHH,61386,128870,539205,832,[QJE;QMX;ZOR;OVR]
YZL,93678,243719,957301,1774,[OVR;RTH;CQK]
TJY,78953,187324,755152,1302,[CQK;MFS;BPN;XZC]
DBD,21245,31334,148710,146,[XZC;GDG]
YMP,96519,255376,998520,1874,[GDG;ZKO;GOS;VVD;JFE;HQY]
IEU,38812,67850,301978,380,[HQY;PBA;IBF;JZK;GTG]
RWZ,71104,160020,655277,1079,[GTG;QNB;CIQ;HJY;WQU]
NGL,56378,113965,482668,717,[WQU;WJE;HAT;VHH;NZX;CPK]
WYQ,88671,223785,886399,1605,[CPK;WWD;JMK]
GRV,30963,50349,230108,262,[JMK;AVN;BGF;VBL]
BBI,16237,22683,110042,98,[VBL;MPA]
LTM,48530,92176,398550,554,[MPA;VLN;GBP;GXM;TQF;UJE]
GDZ,33804,56462,255489,303,[XKM;UJE;QSK;WAG]
QWE,66097,143603,594423,948,[WAG;NWP;FVS]
ZOJ,98389,263185,1026041,1941,[FVS;OMV;NWR;CWO]
VYV,83663,204629,817717,1445,[CWO;FMW]
EQA,25956,40185,187120,198,[FMW;DAK;EDR;XCJ;YXC;BWW]
NIF,58248,119439,503517,759,[BWW;GQT]
JTR,43522,79273,347736,460,[GQT;ASE]
TLW,75815,176178,714565,1210,[ASE;GNS;KZJ]
OVJ,61089,127964,535789,825,[KZJ;QLP;IFF;ECE]
YNN,93381,242515,953033,1764,[ECE;NJN]
HFS,35674,60623,272587,331,[NJN;NTB;OEG;TMQ]
DQF,20948,30800,146355,142,[QCR;TMQ;YZE]
MIK,53240,105023,448377,649,[CYQ;YZE;CRM;NLW;XAN]
VAO,85533,211691,843101,1504,[XAN;DOQ;BKB;CWH]
RKB,70807,159025,651605,1071,[CWH;NMD;MLE;OVM;AAK;OMO]
ACG,13099,17660,86948,72,[OMO;KBP;AHC;OKZ;DZE]
WNS,88374,222627,882263,1596,[DZE;PUI]
FFX,30666,49724,227496,258,[PUI;JIE;YRP;CDM]
PXC,62959,133712,557422,870,[CDM;BZO]
LHP,48233,91388,395474,548,[BZO;YZV;RLE]
UZT,80525,193023,775816,1349,[RLE;HBY;FJP;APX]
DRY,22818,34213,161316,162,[OUL]
ZCL,98092,261937,1021649,1930,[APX;VZB]
IUQ,40384,71586,317031,406,[VZB;KIT;HQY;XIT;TPO;DOT]
EEC,25658,39605,184633,195,[DOT;VRX;BXQ;FQP;ZKJ]
NWH,57951,118562,500185,752,[ZKJ;UVF;YXE;QQH;NTU]
XOM,90243,229960,908421,1658,[NTU;WGD]
SZY,75518,175139,710768,1202,[WGD;AJW;RHG]
CRD,17810,25316,121947,112,[RHG;DTU;JNS;BMA]
LJI,50102,96387,414962,585,[BMA;TRK]
HTU,35377,59955,269851,326,[TRK;XYX;PNO;AQI]
QLZ,67669,148674,613290,988,[AQI;ZLM]
MWM,52943,104192,445177,643,[ZLM;MXI;UJE;UQG;MED;IVY]
VOR,85236,210561,839048,1494,[IVY;AYS;CWV;WDY;JXF]
FGV,27528,43292,200377,218,[JXF;PEB;IVK;QEQ]
AQI,12802,17200,84807,69,[QLZ]
KJN,45095,83242,363456,489,[QEQ;TJQ]
TBS,77387,181724,734790,1256,[TJQ;RNI;TKY;OXZ;GGS;PFX]
PLE,62661,132790,553956,863,[PFX;ZOJ;QYX]
YDJ,94954,248923,975723,1819,[QYX;YAI;FLL;KVA]
UOW,80228,191940,771894,1340,[KVA;TCU;TJG;PWD;PMY;PRQ]
DGA,22520,33662,158912,159,[PRQ;ZBD;ESD;JNB;CTZ]
MYF,54813,109466,465455,683,[CTZ;NGG]
IIS,40087,70874,314170,401,[NGG;GWM;ELE;AYG]
SAW,72380,164328,671139,1114,[AYG;XWN]
BSB,14672,20140,98414,84,[XWN;RDA;BDG;JRN;BIA;YJR]
XDO,89946,228787,904243,1648,[YJR;BYZ]
GVT,32239,53063,241418,280,[BYZ;ZWA;IPC;FAB;KZM;CRY]
CFF,17513,24813,119682,109,[CRY;HTJ;QTD;ONO;VDM]
LXK,49805,95585,411844,579,[VDM;VTS;SWU;CRA;ZVH]
UPP,82098,198802,796708,1397,[ZVH;IOW]
QAB,67372,147710,609708,981,[IOW;NGX;AZJ]
ZSG,99664,268573,1044987,1987,[AZJ;XNO;RYV;XGS]
JKL,41957,75401,332312,433,[XGS;ZUT]
EUY,27231,42699,197856,214,[ZUT;MYI;KRX;NTU]
OMC,59523,123234,517913,788,[NTU;RWC]
KXP,44798,82486,360470,483,[RWC;ZKU;SIS;ATO;BAE;ZAN]
TPU,77090,180670,730952,1247,[ZAN;XUB;GQC;RWW;HJE]
CHZ,19382,28025,134065,127,[HJE;GJE;HYP;PYK]
YRL,94657,247706,971421,1808,[PYK;DWI]
HJQ,36949,63523,284424,350,[DWI;ZWJ;RND;NLR;IXR;GJK]
RBV,69242,153824,632385,1029,[GJK;YID;ZRY;WFH;CIM]
MMH,54516,108621,462213,677,[CIM;TJQ;XSQ;WUO]
WEM,86808,216568,860590,1545,[WUO;ACE]
ROZ,72082,163318,667424,1106,[ACE;YJW;TYG;VNH;GVY;UKU]
BGD,14375,19665,96232,82,[UKU;OVL;UYM]
KYI,46667,87285,379387,518,[UYM;MMN;JRW;ROO]
GJV,31941,52425,238765,276,[ROO;UKV;CQP;JGM;DPS;VXL]
PBA,64234,137694,572351,901,[VXL;CRS;EUA;NVQ;VRO]
YTE,96526,255405,998622,1874,[VRO;XLG]
UDR,81801,197705,792746,1387,[XLG;XWN;NPY;UVW]
EWW,24093,36602,171695,177,[UVW;SVG]
ZGI,99367,267313,1040560,1976,[SVG;VVU;KJE;UUO;BAG;SHH]
JYN,41660,74675,329410,428,[SHH;QUV]
SQS,73952,169706,690884,1157,[QUV;QWY;IDG;EZX;THD;UDS]
OBF,59226,122346,514546,782,[UDS;WBM;QEF;ALU;EHG]
XTJ,91519,235027,926453,1701,[EHG;CJA;CTJ;XQR;FLE]
GLO,33811,56477,255553,303,[FLE;REZ]
CVB,19085,27507,131759,124,[REZ;NII;ANC;XQM]
LNF,51378,99861,428442,611,[XQM;EKC;DWP;ILV;HPS;RIR]
HYS,36652,62843,281654,346,[RIR;CBX;FIJ;GFJ;VYM]
RQX,68944,152843,628753,1022,[VYM;JXV]
AIC,11237,14824,73658,58,[JXV;JAN;TWG;UCU]
WSO,86511,215427,856503,1535,[UCU;LMV]
FKT,28803,45868,211291,234,[LMV;QKA;CIK]
OCY,61096,127985,535870,825,[CIK;HIW;MOP;IWA]
KNK,46370,86515,376360,512,[IWA;SIZ]
TFP,78663,186281,751364,1293,[SIZ;SZV;LMB;MJP;DWK;XFN]
PPC,63937,136762,568860,894,[XFN;NQF;KUZ;JDH;UTY]
YHH,96229,254174,994279,1864,[UTY;JUJ;KVR;TTA;VAX]
IZL,38522,67169,299225,375,[VAX;EFL]
DKY,23796,36041,169264,173,[EFL;NXE;IHZ]
NCD,56088,113125,479461,711,[IHZ;MUT;MMN;TLI]
WUI,88381,222654,882361,1596,[TLI;NUY]
SEU,73655,168684,687136,1149,[NUY;JRQ;NHA;SQQ]
BWZ,15947,22206,107871,95,[SQQ;CDP]
XHM,91221,233840,922232,1690,[CDP;MKC;MJX;FBO;CCI;RAI]
GZQ,33514,55826,252866,298,[RAI;RQB;KZA;MOJ;KDF]
QRV,65806,142674,590958,941,[KDF;NGT;FBW;IDY]
LBI,51081,99048,425291,605,[IDY;VFJ]
VTM,83373,203543,813807,1436,[VFJ;HUV;QDO;INI;OAP;IDG]
ELR,25665,39618,184692,195,[JEP]
AWE,10940,14381,71567,56,[IDG;RNQ]
JOJ,43232,78550,344861,455,[RNQ;INL]
FYV,28506,45264,208735,230,[INL;BPY;AAW]
OQA,60799,127082,532462,818,[AAW;LSR;RRI;PYB]
YJF,93091,241341,948873,1754,[PYB;YUN]
TTR,78365,185213,747483,1284,[YUN;QZN;BED;AHD]
DLW,20658,30280,144062,139,[AHD;CIP;WFU;UTG]
MDB,52950,104212,445252,643,[UTG;NNE]
IOO,38224,66473,296405,370,[NNE;AUP;RZM;KXK]
RGS,70517,158055,648027,1063,[KXK;CBS;XIC;SDZ;LLK;AAN]
NQF,55791,112268,476186,704,[AAN;VYM;KYY;WTC;AOK]
WIK,88084,221499,878232,1586,[AOK;CSG]
FAP,30376,49116,224953,255,[CSG;RUH;TIV;ZSR]
BLB,15650,21720,105655,92,[ZSR;MKO]
KDG,47943,90623,392478,542,[MKO;RNC;AJE]
UVL,80235,191966,771987,1340,[AJE;DRC;BPT;XEC]
QFX,65509,141727,587425,933,[XEC;NRL]
ZXC,97802,260721,1017367,1920,[NRL;IZS;GXS;NWK;JSB;TDI]
VIP,83076,202434,809811,1427,[TDI;GNV;JSX;UPJ;SCN]
EAT,25368,39043,182219,191,[SCN;FSC;XRC;SIE;KIA]
NSY,57661,117709,496938,746,[KIA;MGQ]
JCL,42935,77812,341925,450,[MGQ;ESH;FHY]
SUQ,75227,174124,707059,1193,[FHY;ESL;TJU;ITL]
CMU,17520,24825,119735,109,[ITL;PHO]
XXH,92794,240142,944620,1744,[PHO;EHA;AOJ;HYS]
HPM,35086,59303,267179,322,[HYS;QQS]
CZY,20361,29750,141722,136,[QQS;KOH;WCZ;WIB;TGH;WKM]
MRD,52653,103384,442059,637,[WKM;QHK;MSX;INA;NFT]
VJI,84946,209462,835098,1485,[NFT;EXO;JPD;OTV]
RUV,70220,157065,644370,1055,[MLK]
AMZ,12512,16754,82725,67,[OTV;SEM]
KEE,44805,82504,360541,483,[SEM;GMC;DWW;ZIZ;FNM;KHD]
FOR,30079,48497,222356,251,[KHD;GVT;NOA]
PGV,62371,131894,550588,856,[NOA;BTY;FDK;QIG]
KRI,47645,89839,389409,537,[QIG;RXQ;SBA;AHD;DKS;OMM]
UJN,79938,190886,768074,1331,[OMM;KMD;MTG;EPH;NQW]
DBS,22230,33128,156579,156,[NQW;NLC]
ZLE,97504,259476,1012979,1909,[NLC;LTX;RLB;MUE]
IDJ,39797,70182,311384,396,[MUE;NZA]
RWO,72089,163342,667511,1106,[NZA;HCP;VGL;UBN;WOE;KGP]
NGA,57364,116837,493621,739,[KGP;SBM]
XYF,89656,227645,900172,1638,[SBM;YZD;UYD;FFW;YNG;NST]
SIS,74930,173090,703278,1185,[NST;SQH;DRC;FZH;KQI]
CBX,17223,24325,117478,106,[KQI;RKW;AIX;SQP;XKM]
LTB,49515,94805,408808,573,[XKM;JUN]
HDO,34789,58640,264457,317,[JUN;CVN;AEE]
QVT,67082,146771,606219,973,[AEE;MDC;SGQ;VVX]
ZNY,99374,267343,1040665,1977,[VVX;KFS]
VYK,84648,208336,831050,1476,[KFS;AKY;WSS;UAE]
EQP,26941,42123,195401,210,[UAE;WUL]
AAB,12215,16300,80600,65,[WUL;JGX;DFP;XKS;WHG;HXS]
JSG,44507,81750,357555,478,[HXS;MXS;EHA;UNT;ICZ]
TKL,76800,179644,727211,1239,[ICZ;OFL;RKN;AVI]
PVY,62074,130979,547146,849,[AVI;TAS]
YNC,94367,246522,967228,1798,[TAS;GEN;HPU;TTZ;HDL;ISA]
HFH,36659,62859,281719,346,[ISA;FPN;KCX;BYS;MTR]
DPU,21933,32584,154197,153,[MTR;NOZ;GFM;HQL]
MHZ,54226,107799,459055,670,[HQL;TUJ]
ISL,39500,69476,308539,391,[TUJ;MIQ;BJO;BVP;VYQ;XEK]
RKQ,71792,162337,663813,1098,[XEK;LLQ;FJM]
BCV,14085,19205,94109,80,[FJM;TUQ;UQX;WLW]
WMH,89359,226478,896010,1628,[WLW;KNI;OAR;YGZ;FIM;KMA]
GEM,31651,51806,236189,272,[KMA;LPT;WMK;LMP;SGU]
PWR,63944,136784,568943,894,[SGU;EGS]
LHE,49218,94009,405705,567,[EGS;SCR;WBA;RKB]
UZI,81510,196634,788875,1379,[RKB;EJF]
QJV,66785,145813,602653,965,[EJF;ERX;FZN;OXT;TSP;EQI]
ZBA,99077,266086,1036246,1966,[EQI;YHW]
JTE,41369,73966,326575,423,[YHW;ZSA;UNI;UNO;AFH;JGJ]
EER,26644,41535,192895,207,[JGJ;HYJ;GES;YCS;JPT]
OWW,58936,121480,511267,775,[JPT;ECV;ECZ;WHL;QHC]
XOB,91229,233871,922341,1691,[QHC;ZAG]
TYN,76503,178595,723389,1230,[ZAG;SGQ;VDK;XLD]
CQS,18795,27005,129514,121,[XLD;JGS;OTN;OGI;ADA;ZSB]
YBF,94069,245308,962931,1788,[ZSB;NXU;MFP;QCL;SNS]
HTJ,36362,62181,278956,341,[SNS;KDM]
QLO,68654,151890,625223,1014,[KDM;ZCG;QBM;RRZ]
MVB,53928,106957,455820,664,[RRZ;YXQ]
WOG,86221,214316,852520,1526,[YXQ;CUC;ZAH]
FGK,28513,45278,208796,230,[ZAH;STW;KJL;PDK]
BQX,13787,18735,91936,77,[PDK;ZTG]
KIC,46080,85766,373412,507,[ZTG;SDS;ISA;OCK;YPK;MTC]
GTO,31354,51175,233558,268,[MTC;YNC;EXE;YCB;WOM]
PLT,63647,135855,565459,887,[WOM;YXA;ORG;SKT;CHH]
YDY,95939,252975,990045,1853,[CHH;FKC]
UNL,81213,195542,784927,1369,[FKC;ZWB;GMA]
DFP,23506,35496,166899,170,[GMA;YJM;PFD;FIG]
NXU,55798,112289,476263,704,[FIG;IXC]
IIH,41072,73245,323688,418,[IXC;KVN;EKN;DMN]
SAL,73365,167689,683485,1141,[DMN;UHX]
OKY,58639,120597,507916,768,[UHX;LBW;LPT;LJX;GYX;KCR]
XCD,90931,232686,918127,1681,[KCR;ASZ;NSQ;YXK;QLN]
GUI,33224,55193,250249,294,[QLN;XTP;NLG;GSD]
CFU,18498,26492,127223,118,[GSD;SNB]
LXZ,50790,98254,422213,599,[SNB;BVG;XAU;WNA;BQH;DFM]
VPE,83083,202461,809905,1427,[DFM;PCW]
QZQ,68357,150917,621615,1006,[PCW;TYL]
ARV,10650,13952,69532,54,[TYL;RON;BSR]
VCI,85924,213181,848448,1516,[BSR;OPF;ZDL;NNH]
FUN,28216,44676,206248,226,[NNH;NUA]
OMR,60509,126203,529142,811,[NUA;MNX;NDA;JED]
KWE,45783,85002,370401,501,[JED;GEF;BMJ;FPE]
TOJ,78075,184175,743710,1276,[FPE;NTA]
CGN,20368,29763,141777,137,[NTA;CQB;GMI;FEM]
YRA,95642,251750,985717,1843,[FEM;TGY;JSD;DNZ;DZW;LBJ]
IJF,37934,65798,293667,366,[LBJ;CFW;JTU;BAR;LKH]
DTR,23208,34939,164476,167,[LKH;NDG]
NLW,55501,111434,472995,698,[NDG;QPD;TCP;KPP]
WDB,87793,220371,874199,1577,[KPP;XVO]
SOO,73068,166672,679753,1133,[XVO;XUR;QWV;DWY]
BGS,15360,21248,103499,90,[DWY;TSA;IAA;IYN]
KYX,47652,89857,389481,537,[IYN;SVU;RWU;IMT;JMZ;VMY]
GIK,32927,54548,247577,290,[VMY;NVF;DVC;XIZ;BCS]
PBP,65219,140805,583984,926,[BCS;CHH;ISY;OJK;VEX]
LLB,50493,97446,419077,593,[VEX;LMM]
VDG,82786,201354,805916,1418,[LMM;BYG;QFC]
EVL,25078,38483,179813,188,[QFC;VLT;TNS;UQI]
AGX,10352,13514,67450,52,[UQI;YDV]
JYC,42645,77094,339066,445,[YDV;CYZ;ODE;SUQ]
SQH,74937,173115,703367,1185,[SUQ;YBZ]
OAU,60211,125303,525740,804,[YBZ;DCO;PFJ;NWN;NYL;AIZ]
XSY,92504,238974,940475,1734,[AIZ;BEI;UOE;PUK;SNG]
TDL,77778,183115,739853,1267,[SNG;SNB;EGJ;ZPT]
CVQ,20070,29235,139438,134,[ZPT;RCI]
MNU,52363,102578,438949,631,[RCI;UYS;ZCZ;AOQ;ZET;NYA]
HXH,37637,65108,290871,361,[NYA;DKY;VKI]
RPM,69930,156100,640807,1048,[VKI;VUJ;JYU;UVP]
AHR,12222,16311,80650,65,[UVP;KEX;EKB;EPQ;NHU;TKV]
WSD,87496,219221,870086,1567,[TKV;IRD;AXW;OLK;KFB]
FKI,29789,47895,219828,247,[KFB;DZT]
BUV,15063,20768,101299,88,[DZT;TGY;INP;JJJ]
KMZ,47355,89079,386428,531,[JJJ;AZX]
UEE,79648,189834,764260,1322,[AZX;TLR;LTC;CXU;OSL;HVU]
PPR,64922,139864,580467,918,[HVU;KVP]
ZHW,97214,258266,1008713,1899,[KVP;IVF;UPX;ZIB;ELK;ZHQ]
IZA,39507,69492,308606,391,[ZHQ;ZXR;IZP;TLX;VDB]
EJN,24781,37913,177356,184,[VDB;MNA;TYJ;ZXZ;IHJ]
NBS,57073,115987,490381,733,[IHJ;WSM]
JME,42348,76361,336145,440,[WSM;EED;EMS]
SEJ,74640,172084,699594,1177,[EMS;BWP;PMP;GSU]
CWO,16933,23839,115282,104,[GSU;LLJ]
XGA,92207,237781,936237,1724,[LLJ;DDO;HRU;FWC]
HYF,34499,57996,261808,313,[FWC;VOJ]
QQK,66792,145835,602737,966,[VOJ;PNM;KMZ;NXJ;RAG;XMD]
MBX,52066,101755,435772,625,[XMD;ZMK;YIL;OCV;IIV]
VTB,84358,207241,827116,1467,[IIV;GTX;GZC;YKN]
RDO,69632,155113,637157,1040,[YKN;JSH]
AVT,11925,15859,78532,63,[JSH;AGY;TFN;PKD;KNX;OQE]
JOY,44217,81017,354655,473,[OQE;QMK;BPK;FSD;QBE]
FYK,29491,47280,217239,243,[QBE;KMR;DAO;OXV]
OQP,61784,130088,543793,842,[OXV;PAN]
YIU,94076,245337,963032,1788,[PAN;POC;HHR;CBG;NQA;VUJ]
UTG,79351,188759,760362,1313,[MDB;VUJ]
DLL,21643,32055,151879,150,[VUJ;XHO;GPD]
ZVY,96917,257028,1004351,1888,[GPD;NWB;TLU;VMV]
IND,39210,68789,305768,386,[VMV;XNF]
RFH,71502,161359,660210,1090,[XNF;NRK;GDE;UIA;LGT;GEC]
NQU,89069,225341,891953,1619,[GEC;JCD;MQN;ZNE]
WIZ,89069,225341,891953,1619,[ZNE;DMO]
GAD,31361,51190,233620,268,[DMO;JRC;YKR;YRL]
BKQ,16635,23342,113033,101,[YRL;SZT]
LCV,48928,93234,402684,562,[SZT;RDR;VME;ZIT;LKZ;UPX]
GNH,34202,57339,259102,308,[UPX;TMA]
QFM,66494,144877,599169,958,[TMA;JPC;TEB;DKO;GGP;PCU]
ZXR,98787,264861,1031939,1955,[PCU;FNP;MZE;NBM;VPQ]
VHE,84061,206123,823093,1457,[VPQ;DHR;ILL;IQM;XOM]
EZI,26353,40962,190449,203,[XOM;BTB]
ORN,58646,120618,507995,768,[BTB;UPH;ALY;MOV]
JCA,43920,80270,351693,467,[MOV;RTT;JUT;ZRH;KZC;ZNS]
TUF,76213,177574,719664,1222,[ZNS;KMZ;ILT;HOE;DKP]
OER,61487,129178,540367,835,[DKP;VNM]
YWW,93779,244129,958753,1778,[VNM;YJA;NTJ;COX]
HOB,36072,61523,276266,337,[COX;PLC]
DZN,21346,31517,149513,147,[PLC;ODD;OND]
MRS,53638,106140,452677,658,[OND;YBE;ZZY;AAI]
VJX,85931,213207,848544,1517,[AAI;RXO]
RTJ,71205,160359,656527,1082,[RXO;VWI;KBQ;ZNK;RGW;SQN]
BLO,13497,18280,89828,75,[SQN;VCI;BOH;IYE;QDZ]
WWB,88772,224179,887806,1609,[QDZ;DUJ;EGW;ZRD;NEF]
GOG,31064,50561,230998,264,[NEF;IES]
PGK,63356,134948,562057,880,[IES;VOD;UMS]
LQX,48631,92444,399597,556,[UMS;VEN;SYT;MPQ]
UIC,80923,194478,781081,1361,[MPQ;JPX]
DBH,23216,34953,164540,167,[JPX;YUH;GTD;KTX]
ZLT,98490,263609,1027536,1945,[KTX;GVW]
IDY,40782,72544,320877,413,[GVW;GDC;QWG;KOT;OLY;IHS]
ENL,26056,40380,187958,200,[IHS;UKE;BEG;PWZ;BWN]
NGP,58349,119737,504652,761,[BWN;CEC;OFZ;RPB]
XYU,90641,231535,914030,1671,[RPB;KFL]
TIH,75915,176529,715847,1213,[KFL;ZMF;PDC;OOR;STU;POO]
CAM,18208,25995,124994,115,[POO;VJG]
LSQ,50500,97465,419151,593,[VJG;OBP]
HDD,35774,60849,273512,332,[OBP;DYO;SGI]
QVI,68067,149970,618101,999,[SGI;OLW;EZA;YKE]
MFU,53341,105305,449466,652,[YKE;DHR]
VXZ,85634,212075,844480,1507,[DHR;TWB;KKZ;FVH]
FPE,27926,44091,203768,223,[FVH;LCN;UAQ;CEJ]
AAQ,13200,17817,87677,73,[CEJ;YDA]
KSV,45493,84258,367468,496,[YDA;BYB;QYG;RSL]
TKA,77785,183140,739944,1267,[RSL;DGY;VBF;TOM;OKW;MJE]
PUN,63059,134023,558589,872,[MJE;ZUC;UIS;VBC;JZN]
YMR,95352,250556,981499,1833,[JZN;RYP]
UXE,80626,193392,777150,1352,[RYP;GSQ;GCL;IEU]
DPJ,22918,34398,162125,163,[IEU;YBE]
NHO,55211,110603,469811,692,[YBE;XYP;OBW;JFG]
IRA,40485,71829,318006,408,[JFG;ETW;PHK;TNL]
SJF,72777,165680,676107,1125,[TNL;CSX;BIS;JSJ;AON;XWI]
BBK,15070,20779,101351,88,[XWI;YRC;RUA;RJK;DXH]
XMW,90344,230359,909842,1661,[DXH;XWK;HNU;NBE;TTC]
GEB,32636,53918,244968,286,[TTC;WWM]
COO,17911,25488,122719,113,[WWM;CHC;JUH;VGK]
LGS,50203,96660,416023,587,[VGK;YUH;RFN;NDI;TKS;VAJ]
UYX,82496,200276,802030,1409,[VAJ;QJV;NQP;SBI;RZX]
QJK,67770,149002,614508,991,[RZX;TFV;TVW;OYN;ILS]
ABP,10062,13090,65431,50,[ILS;XHU]
JTT,42355,76378,336214,440,[XHU;TOV;LPP]
FDG,27629,43494,201236,219,[LPP;GPY;XZO;XFY]
OVL,59921,124429,522435,798,[XFY;CEB]
KGX,45195,83497,364464,491,[CEB;EUU;KDV;XET;ZYR;MQT]
TYC,77488,182082,736096,1259,[MQT;PGV;ZFR]
CQH,19780,28723,137168,131,[ZFR;ABY;OGH;TQL]
YAU,95055,249336,977186,1822,[TQL;BHK;AMI;BFT;FUG;RPW]
HTY,37347,64438,288148,356,[RPW;MZR;VQW;DJD;VCZ]
RLD,69639,155137,637243,1040,[VCZ;CEP]
MVQ,54914,109754,466559,685,[CEP;NLH;XDD;UGG]
WNV,87206,218101,866077,1558,[UGG;XFW]
SYH,72480,164668,672391,1117,[XFW;SDK;GWG;ZOX;TOB;SSR]
BQM,14773,20301,99158,85,[SSR;WYO]
KIR,47065,88321,383455,526,[WYO;BXR;KPM;KTB;EFI;JTO]
GSD,32339,53278,242312,282,[JTO;XMW;OHX;IKQ;YKU]
PKI,64632,138948,577041,911,[YKU;CAR;WJS;PWO;FWP]
ZCN,96924,257058,1004454,1888,[FWP;TIP]
UNZ,82198,199173,798047,1400,[TIP;XWI;GFN]
EFE,24491,37359,174965,181,[GFN;LWP;YYS;DHA]
ZPR,99765,269001,1046492,1991,[DHA;SHW]
JHW,42057,75647,333293,434,[SHW;ONU;OOZ;CLH]
SZA,74350,171079,695917,1169,[CLH;ZXV]
OKN,59624,123537,519058,791,[ZXV;IBT;VJX;YIJ;QTE;FJI]
XCS,91917,236618,932108,1714,[FJI;CLW;DCW;RTS;MQI]
GUX,34209,57354,259166,309,[MQI;MBF;HHX;JHL]
CEJ,19483,28202,134851,128,[JHL;NRO]
MWO,51776,100955,432677,619,[NRO;DZO;OYN;MAH;JIT;PKX]
HHB,37050,63754,285367,352,[PKX;NBQ;GXX;QBJ;QGA]
RZF,69342,154154,633609,1032,[QGA;MJK;AGN;MMB]
ARK,11635,15421,76473,61,[MMB;TZT]
WBX,86909,216956,861980,1548,[TZT;ENW;XJL;ROC;FUH;KTD]
FTC,29201,46683,214727,239,[KTD;UWT;DFG]
OLG,61494,129200,540448,835,[UVU;DFG;LMA]
KWT,46768,87547,380418,520,[LMA;RGQ;TBA]
TOY,79060,187710,756554,1305,[TBA;SSJ]
